city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality,food_cost_index,transportation_cost_index,bills_cost_index,hobby_cost_index,education_cost_index,dressing_cost_index,realestate_cost_index
Seoul,South Korea,7.68,53.78,6.15,3.07,4.99,3.93,1.48,0.79,2.2,2.85,3.53,4.04,11.54,10.58,41.61,6.77,3.71,6.5,6.19,3.84,2.92,2.45,1.05,15.36,2.12,2.36,3.46,1.0,42.25,2.92,0.92,9.22,1.43,29192.75,27840.35,182.13,0.16,22.48,55.88,18.33,9.6,404.15,17902.55,58.26,46.36,70.81,110.36,742.54,557.52,2669.12,1731.08,22067.7,10971.9,2689.62,3.47,1,161.53481457898508,102.07178565179153,108.05099858757286,113.5027108299949,108.43534678396021,105.62637980786238,115.71822137092417
Shanghai,China,5.69,39.86,5.69,1.14,4.27,3.98,0.53,0.33,2.74,2.61,1.22,2.22,18.35,4.86,13.12,2.26,1.6,2.19,1.53,0.84,1.04,0.83,0.64,14.24,0.94,1.97,3.56,0.57,28.47,2.14,0.43,8.54,1.2,19929.68,20750.95,66.0,0.03,17.07,63.49,14.95,8.54,1382.62,26379.45,70.49,34.92,88.21,123.51,1091.93,569.88,2952.7,1561.59,17746.11,9416.35,1419.87,5.03,1,95.15333315187145,91.22953578516383,58.65822635804341,111.11803916951867,119.5407489535708,107.12619838547586,115.80247112582784
Guangzhou,China,4.13,28.47,4.98,0.85,1.71,3.54,0.44,0.33,1.91,1.63,1.03,1.71,9.0,3.77,11.75,2.02,1.44,1.82,1.31,0.74,1.0,0.49,0.51,11.39,0.95,2.26,3.7,0.36,28.47,1.71,0.37,6.26,1.19,21353.23,21381.7,59.65,0.02,16.66,34.17,18.98,8.54,555.18,24556.21,63.43,33.83,66.73,43.89,533.28,317.45,1242.24,688.05,12892.82,5427.45,1211.68,5.19,1,69.97707928066495,87.36283070290135,49.811593430267884,106.41595781212972,112.78476494966625,98.03889550627129,106.42129698955978
Mumbai,India,3.68,18.42,3.68,2.46,4.3,2.48,0.48,0.19,0.75,0.5,0.83,0.95,5.88,3.69,5.95,2.09,0.67,1.34,0.59,0.44,0.44,0.65,0.35,9.83,2.27,3.61,4.3,0.25,4.91,0.31,0.31,1.23,1.35,12281.76,22790.48,43.57,0.01,9.33,25.37,11.39,4.3,107.07,3682.67,32.77,27.75,49.87,41.17,522.4,294.05,1411.12,699.8,6092.45,2777.51,640.81,7.96,1,46.34299195091705,65.36470095680323,23.36774761563288,87.9639704512089,88.45974106227135,90.43717795904286,103.08403316331355
Delhi,India,4.91,22.11,4.3,1.84,3.68,1.77,0.49,0.19,0.73,0.5,0.85,1.02,4.36,3.81,5.71,1.79,0.75,1.03,0.61,0.37,0.41,0.7,0.36,9.83,1.54,2.49,4.3,0.49,11.67,0.61,0.22,1.23,1.24,12281.76,22940.65,58.07,0.01,7.95,21.2,8.6,4.91,74.0,1964.24,32.12,33.44,49.99,36.5,229.84,135.31,601.02,329.15,2506.73,1036.74,586.46,8.06,1,40.04525235093984,71.94606182787592,25.48747757335427,83.91596590773398,81.60841941948881,90.74086006651734,90.73374376139367
Dhaka,Bangladesh,1.95,11.71,4.88,5.85,5.12,1.95,0.29,0.16,0.83,0.67,0.69,1.32,7.21,3.07,7.19,2.38,1.04,2.18,0.96,0.28,0.49,0.41,0.27,5.36,2.4,6.3,3.12,0.41,18.53,0.98,0.39,2.93,1.1,39017.69,29006.57,37.06,0.01,21.9,17.24,14.17,4.88,65.97,1525.07,21.51,24.91,50.87,41.53,142.09,87.79,347.57,208.5,1119.98,571.72,280.73,9.26,1,48.58150148001652,84.67233886401637,34.888400495100186,87.45267927934799,79.08243467078997,87.3031522693493,82.66333708815802
Osaka,Japan,7.45,48.39,5.36,3.35,3.72,3.28,1.09,0.81,1.41,1.47,4.92,1.9,11.09,6.93,22.46,4.09,1.85,3.87,6.34,3.31,2.01,1.53,0.98,7.45,2.54,2.48,4.28,1.8,88.81,4.95,2.98,29.53,1.24,22707.81,15765.18,128.77,0.21,32.15,65.2,33.43,13.84,482.8,10739.89,45.81,26.61,66.79,132.61,674.96,376.14,1737.21,993.17,8043.38,4825.58,2322.46,1.49,1,133.89688814355048,113.93947387721907,112.76687958905252,127.34213228446184,106.148059197175,101.42799646942962,107.68170454110205
Jakarta,Indonesia,2.59,22.69,3.57,2.06,3.24,2.23,0.61,0.27,1.3,1.2,0.83,1.71,6.9,3.52,8.49,2.99,1.6,2.13,1.3,1.42,2.05,1.13,0.44,22.69,2.17,3.24,2.27,0.23,11.34,0.44,0.29,2.92,0.81,25992.44,28106.01,83.88,0.13,31.57,30.89,11.78,3.24,138.64,9667.3,39.51,25.16,72.38,79.85,505.59,277.43,1172.14,615.04,2632.8,1241.09,509.12,9.05,1,82.88491618407592,73.98574772620675,97.33062525653874,87.31569436136853,96.85961035775672,97.4768718259078,98.0984699658374
Shenzhen,China,4.27,28.47,4.98,1.14,3.99,4.2,0.47,0.34,2.23,2.4,1.0,2.13,13.67,4.37,15.56,1.97,1.47,1.81,1.45,1.06,1.16,0.9,0.55,14.16,0.88,1.49,3.56,0.57,35.59,1.42,0.37,6.83,1.19,21936.88,20317.59,67.63,0.04,18.21,51.65,14.39,7.12,660.93,23344.61,66.16,33.9,81.84,106.77,738.75,435.07,1682.3,886.16,17898.73,8091.57,1572.22,4.99,1,86.34394905611536,89.41687179160913,64.93536447753345,105.85343348665461,113.6344046992051,105.16187341326248,111.1020968015655
Kinshasa,Congo,15.11,42.63,10.08,1.74,2.5,4.35,2.78,0.84,2.0,1.33,5.17,4.15,9.5,5.0,20.0,10.0,3.25,5.25,6.33,3.6,2.83,1.67,2.0,10.0,1.32,3.5,5.0,0.5,30.0,1.0,1.53,5.0,1.22,44341.6,24000.0,553.99,0.32,300.0,97.5,20.0,10.0,1200.0,14300.0,35.0,35.0,127.5,93.33,2000.0,725.0,4500.0,1160.0,6170.63,933.33,400.0,19.33,0,153.69058232909623,94.369923694218,181.3105535260732,121.95551027107948,114.364349208949,103.30814566948528,109.97141744051095
Bangkok,Thailand,2.74,28.8,5.76,2.3,4.32,2.13,0.51,0.27,1.65,1.91,1.45,2.0,16.97,3.08,12.16,2.88,1.41,1.93,1.53,1.52,1.27,1.19,0.47,20.16,1.65,2.84,4.32,1.27,37.44,1.01,1.18,5.18,1.21,57600.86,26234.16,79.55,0.04,15.46,57.33,10.37,7.63,512.24,14520.66,56.55,38.02,83.6,96.88,594.58,285.95,2044.33,961.21,5534.11,2578.84,629.84,5.64,1,93.34239109130463,99.0712093365625,64.91235773971624,103.95088950807585,108.62508202508099,104.42171019478255,104.58992595257055
Karachi,Pakistan,2.24,11.18,3.8,2.12,2.68,1.41,0.29,0.19,0.8,0.46,1.09,1.14,4.88,2.83,4.02,1.09,0.56,0.83,0.74,0.31,0.46,0.32,0.35,1.79,1.41,1.85,1.34,0.22,11.18,0.67,0.16,1.79,1.05,13857.85,18980.66,66.56,0.01,20.72,16.52,6.05,4.47,51.71,1183.26,14.55,24.19,32.04,27.61,113.5,76.65,268.71,170.09,760.64,412.03,166.86,14.9,1,13.79910668544072,68.54138845666446,43.72238266008647,75.33528911189593,75.66816563299695,79.21895752175469,78.92860810364064
Cairo,Egypt,4.07,20.35,4.07,1.63,2.73,1.75,0.25,0.15,0.82,0.52,0.73,1.29,3.28,3.96,7.62,1.18,0.66,0.42,0.31,0.34,0.27,0.24,0.22,8.14,1.29,1.99,2.03,0.28,13.23,0.41,0.14,1.02,0.4,21061.16,21147.47,26.53,0.01,16.37,23.44,8.49,4.48,146.82,2909.45,39.37,37.51,89.61,48.65,196.83,117.45,400.03,233.92,549.42,380.62,200.4,10.87,1,15.011792610603678,64.08116379846808,24.469502875509477,83.8655781435005,89.00931954917594,98.18986141006738,82.06390601063248
Sao Paulo,Brazil,7.66,38.32,6.71,2.3,3.45,1.57,1.12,0.79,1.29,1.56,1.22,2.28,10.27,4.57,9.71,2.12,1.48,1.07,1.92,1.32,1.31,0.91,0.55,7.66,1.35,2.86,2.3,0.84,45.98,1.05,0.77,9.58,1.26,21458.41,27234.36,69.27,0.29,21.55,25.04,32.46,8.62,414.71,9273.1,58.83,49.57,83.76,65.93,567.7,341.37,990.82,687.44,2542.37,1666.86,445.67,9.4,1,93.22284410172554,95.80445011704035,101.14861581220642,109.31816420771973,104.09619830917171,103.93214735411648,99.37883484899235
Mexico City,Mexico,7.74,39.97,6.7,2.58,4.13,2.71,1.07,0.76,1.32,2.02,1.41,1.97,7.74,6.32,9.43,2.48,1.3,1.45,1.5,1.57,1.44,0.99,0.83,11.35,1.42,2.55,3.61,0.31,15.69,1.03,0.52,6.19,1.2,19596.21,19925.13,48.85,0.1,26.67,45.15,20.37,4.64,329.13,7425.93,50.84,34.61,84.28,86.26,766.53,481.56,1480.77,850.84,2769.15,1695.8,718.92,10.57,1,102.47580337928211,83.4333075307439,81.14046645865736,103.19703223957767,100.98434571407888,102.49008690872878,102.69109367712
Lagos,Nigeria,3.71,45.03,6.75,1.13,1.8,3.4,0.4,0.26,3.59,1.37,2.84,2.15,4.88,5.5,5.91,3.15,2.03,1.76,2.77,2.77,1.75,1.34,0.55,6.75,0.99,1.54,1.13,0.9,33.77,1.29,2.25,4.5,0.39,18911.68,33770.85,28.27,0.04,52.83,40.01,9.63,7.88,129.58,2916.01,20.05,26.88,68.4,68.08,1406.6,714.57,4929.84,2251.39,746.59,301.12,214.64,17.5,1,90.27838284865888,92.8661710849404,68.14881614084612,98.99412936821973,88.16723299192968,92.28971029540297,103.02753882347903
Kolkata,India,2.0,14.74,3.68,2.21,3.68,1.64,0.36,0.15,0.63,0.37,0.69,0.92,5.04,3.05,6.38,1.88,0.65,1.19,0.64,0.4,0.44,0.37,0.34,9.52,1.77,2.96,4.05,0.2,3.93,0.61,0.31,1.23,1.33,12281.76,22528.1,31.81,0.01,7.47,18.61,8.0,3.56,49.59,1624.54,28.94,26.31,49.43,34.08,148.65,84.89,388.92,248.24,1038.75,587.51,532.21,8.25,1,28.698941310064512,66.11520982741132,14.421298470693316,77.4450005708853,77.55676233653978,88.08581217765757,83.27216960497555
Beijing,China,4.27,31.32,5.69,1.42,4.13,4.62,0.52,0.42,2.01,2.17,1.25,1.94,13.04,3.95,12.8,2.03,1.89,1.98,1.48,0.88,1.0,0.88,0.64,12.81,1.03,2.44,4.27,0.71,42.71,1.99,0.43,11.39,1.2,24200.32,22446.36,55.64,0.04,20.83,57.48,30.37,8.54,980.31,27318.57,67.19,43.68,86.62,122.09,1199.13,673.25,2784.82,1453.74,17761.99,9644.53,1562.35,4.94,1,91.25662199241594,95.31290481547242,63.92353158941151,118.64041699003093,117.42012999706449,108.04141857002152,116.1795931136457
Moscow,Russia,12.8,64.0,6.4,4.0,4.0,3.34,1.28,0.72,1.41,0.83,1.87,1.84,13.14,5.61,11.19,1.68,1.31,1.81,2.86,0.8,0.73,1.47,0.85,11.2,1.16,2.44,3.2,0.82,38.4,2.56,0.24,8.61,0.85,35200.01,37946.86,145.92,0.04,8.3,52.91,33.44,8.0,632.0,11533.84,104.54,61.4,137.04,150.35,1141.4,664.37,2194.87,1164.92,7750.96,4203.06,1452.41,10.31,1,106.26282998054789,95.24496011926708,64.65696230770965,118.00007315071875,108.48646279603578,117.1197490703309,110.87333720428174
Tokyo,Japan,7.45,44.67,5.21,4.47,4.47,3.42,1.26,0.85,1.44,1.59,3.41,1.93,15.22,8.3,23.42,7.23,3.18,5.95,5.33,4.45,4.18,1.49,0.99,8.93,2.15,2.82,4.47,1.49,74.45,3.5,3.13,25.22,1.24,20102.0,17439.88,171.22,0.45,32.85,73.85,26.59,13.4,553.74,16096.49,46.26,37.63,64.81,105.9,1140.47,662.76,2526.51,1371.4,9144.73,5480.97,2868.8,1.1,1,147.7522223725877,110.852388523839,130.57220854992318,125.65505410083031,109.86724290499546,102.06230884111515,112.65219440247263
Manila,Philippines,3.59,28.71,3.59,1.26,1.93,2.97,0.99,0.51,1.67,1.24,0.9,1.77,5.33,4.21,6.96,2.7,1.4,3.04,1.45,1.74,1.75,1.35,0.65,8.97,1.18,1.62,2.69,0.54,12.04,0.72,0.24,2.15,1.4,23324.66,18370.66,98.89,0.15,37.97,50.24,5.94,5.74,258.66,11021.54,39.02,28.23,72.61,65.07,541.63,278.1,1704.49,712.56,3578.46,2634.92,429.13,7.8,1,81.65518460889884,77.37573385423444,105.53364796721694,91.9277859656852,102.04117179495442,96.85768958614906,102.1174051791807
New York,United States,25.0,100.0,10.0,7.2,10.0,5.38,2.72,2.32,1.26,4.11,8.03,3.93,16.85,17.88,20.57,5.62,2.59,4.98,6.22,4.04,3.73,2.68,2.51,17.99,3.15,3.95,15.0,2.75,129.0,4.38,1.86,30.0,1.29,25000.0,23754.86,180.61,0.1,69.77,104.82,38.85,18.0,2444.17,40384.62,62.13,57.42,95.29,145.62,3851.51,2347.1,7146.84,4279.34,14784.44,9531.27,5944.31,5.4,1,194.68004538092106,116.74526438764691,118.9513605276522,138.30347394087283,126.3758593780743,110.96526348748345,126.49678183130118
Istanbul,Turkey,5.37,24.15,4.29,2.68,3.22,1.98,0.9,0.32,1.03,0.5,1.67,1.81,6.32,4.18,9.08,0.86,1.72,1.09,0.89,0.61,0.53,0.64,0.31,8.05,1.68,2.27,1.72,0.43,32.31,0.54,0.38,3.76,1.31,40249.22,33094.13,68.88,0.07,8.9,26.37,12.69,3.76,243.06,5152.51,47.96,31.58,78.86,62.09,554.82,316.01,1040.98,649.93,2374.69,1191.15,383.04,23.8,1,60.4652448702967,86.75838603245568,62.63614194399729,88.11881432054065,96.3938799274232,99.07557708736044,98.13587141019518
Buenos Aires,Argentina,6.12,25.0,5.0,1.92,2.42,1.78,1.04,0.81,0.77,1.29,0.95,1.37,6.54,4.0,6.42,1.36,1.2,0.73,1.41,0.64,0.73,1.06,0.73,3.73,1.22,1.95,2.0,0.15,10.0,1.0,0.52,4.78,0.97,26700.0,23229.18,48.19,0.24,21.87,23.63,8.57,5.0,227.64,4891.47,68.63,44.81,99.89,89.76,311.84,225.84,627.35,444.68,2518.29,2074.45,403.51,45.0,1,63.59309667028176,78.97854883431633,92.19493169043756,85.43680831699277,95.58696283365377,107.30029180032103,95.25526971552084
Bangalore,India,3.07,18.42,4.3,2.21,3.68,2.09,0.46,0.18,0.58,0.57,0.76,0.98,6.54,3.83,6.61,2.38,0.72,1.16,0.46,0.44,0.44,0.57,0.36,11.05,1.91,3.5,4.3,0.61,18.42,1.23,0.37,1.23,1.29,14738.11,24236.01,24.93,0.01,10.75,20.33,5.13,4.91,111.85,2681.52,30.92,32.34,46.69,37.25,240.59,145.91,639.32,355.79,1638.59,810.46,969.96,7.97,1,42.80124648984413,79.91847525636696,16.425803640567608,77.02000405000342,86.58151796045206,89.9925744962951,89.735128371318
Lahore,Pakistan,1.56,17.88,3.58,3.13,4.02,1.81,0.23,0.17,0.69,0.67,0.96,1.05,5.72,2.83,3.88,1.2,0.68,0.71,0.67,0.33,0.39,0.27,0.31,0.45,0.83,1.05,1.12,0.18,6.71,0.67,0.22,2.12,1.08,13410.82,18871.5,92.43,0.01,23.83,16.09,8.26,4.47,56.01,1207.32,14.48,25.47,54.62,37.77,112.52,70.74,244.49,187.01,465.59,306.08,164.01,12.9,1,5.898060635097423,67.6833032824994,51.523558541598966,78.85379584789538,76.35476499707127,84.81490799593352,76.79675903121105
Chennai,India,2.18,12.28,4.91,2.21,4.3,1.63,0.44,0.18,0.61,0.5,0.68,0.85,6.15,3.19,5.8,2.5,0.78,1.35,0.51,0.5,0.45,0.63,0.37,5.53,1.81,3.12,4.42,0.31,12.28,1.23,0.25,1.23,1.32,12281.76,24164.54,33.92,0.01,9.48,17.77,6.3,2.46,71.79,1281.91,29.1,28.48,46.45,34.67,180.73,107.59,439.84,259.71,1948.95,690.3,552.68,7.78,1,36.05109585115785,73.91494943526524,19.461862925575403,69.36236416551641,78.47042564669448,88.3347635194329,86.65509362058268
Chengdu,China,2.85,24.77,5.05,1.14,2.85,3.75,0.42,0.29,1.97,1.46,1.17,2.15,14.8,6.16,13.33,2.01,1.43,1.39,1.16,0.77,0.83,0.48,0.62,7.83,1.06,1.88,2.99,0.43,26.61,1.28,0.28,4.27,1.19,21182.4,20208.69,36.49,0.03,10.57,40.16,14.24,5.69,367.75,18980.64,83.57,32.52,92.12,90.75,438.93,256.24,811.42,448.42,3855.3,2201.05,802.58,5.08,1,73.05617206149553,84.04226739132213,40.79760410570083,99.8496561149315,108.18883533117993,106.0875862554987,98.21944818253681
London,United Kingdom,18.45,79.95,8.61,7.26,6.15,4.14,2.12,1.69,1.35,1.25,2.15,2.93,7.92,8.19,12.3,2.59,1.46,2.25,2.87,1.41,1.43,1.04,1.38,11.07,2.38,2.87,15.99,3.2,184.5,4.92,2.09,35.42,2.16,29028.0,29001.52,299.36,0.13,35.92,52.08,14.49,14.76,1871.22,22061.73,89.1,40.65,91.32,104.69,2417.07,1750.5,4000.78,2832.24,14704.63,8657.28,4033.84,2.97,1,136.46357304975405,123.24782513490211,120.68025977606817,115.04165821246949,120.39116184512025,108.72676541724125,121.988894640648
Wuhan,China,3.56,27.05,5.69,1.54,2.14,2.86,0.43,0.23,1.72,1.78,0.9,1.73,12.81,4.24,13.53,1.78,1.49,1.57,1.28,0.87,1.21,0.52,0.59,14.24,0.79,1.76,2.85,0.43,42.71,1.42,0.28,3.42,1.19,17993.65,15787.15,40.46,0.02,14.71,43.66,6.17,5.55,355.89,23251.29,64.06,46.27,105.53,76.81,350.19,177.94,896.84,373.68,3559.63,2306.15,963.86,4.99,1,72.86116207614556,83.84015940899366,41.269450118881245,90.24810856040808,109.35704677280735,106.43771148762374,96.5027645992229
Hyderabad,India,2.46,12.28,5.53,1.84,3.68,2.01,0.45,0.18,0.74,0.56,0.68,0.89,5.79,3.56,6.79,2.66,0.71,1.31,0.54,0.45,0.41,0.72,0.37,11.67,1.9,3.14,4.05,0.55,12.28,0.98,0.31,1.23,1.38,12281.76,23774.8,28.69,0.01,8.87,23.21,7.59,3.68,72.78,2232.39,27.68,30.55,49.08,39.26,173.77,110.68,432.93,276.74,1132.49,629.51,531.45,7.87,1,41.84014720543095,76.0770540386248,15.563460049467608,79.93180337379182,82.3728360348799,89.58449267813283,85.20003604618039
Tehran,Iran,4.0,30.0,4.98,0.8,1.94,1.51,0.93,0.77,0.81,0.53,3.72,1.3,4.05,3.19,8.11,1.12,1.38,1.11,0.66,0.6,0.5,0.51,0.3,1.0,0.5,1.27,2.88,0.36,16.41,0.5,0.36,3.0,0.72,65000.0,54950.14,21.1,0.01,13.96,20.43,16.2,1.5,132.6,1605.63,53.37,46.53,138.76,91.91,541.33,428.83,1337.72,921.78,2183.1,1280.31,294.97,20.0,1,36.10036235020837,83.73525003779909,18.000247579441066,76.63732280980022,84.2288218203397,108.16791734362154,100.24909599724128
Paris,France,15.81,63.22,10.54,7.38,6.32,3.89,2.88,2.44,1.24,2.11,2.29,3.67,17.51,13.01,23.13,3.18,2.13,2.85,3.88,2.3,2.26,1.53,0.85,8.43,2.11,3.03,11.06,2.0,79.03,5.27,1.92,47.95,2.13,23182.39,28681.63,199.44,0.18,31.36,37.7,14.16,13.17,772.75,17311.53,103.86,42.52,93.61,136.1,1365.19,1004.57,3027.12,2065.93,13043.59,9239.64,2752.34,1.69,1,155.62085358211382,118.54894857817158,117.07334072617199,109.36081340180505,112.65481111362158,111.76692011832797,117.6705884655423
Nagoya,Japan,7.45,37.23,5.21,2.98,3.72,2.65,1.03,0.78,1.51,1.37,3.72,1.81,15.49,9.06,18.61,6.2,2.29,3.96,6.33,4.09,2.26,1.41,0.81,7.45,1.92,1.69,3.98,1.79,74.45,3.35,3.35,22.34,1.23,18612.96,22335.55,206.04,0.24,31.57,67.01,23.58,13.4,657.66,14890.37,36.61,26.8,52.12,96.79,844.28,440.51,3190.79,3350.33,3494.13,2009.97,2444.12,1.0,1,131.51052134488955,111.76452865869759,122.52045894968202,122.9719004921032,110.51331950245327,96.54322301001474,108.88820794283605
Ho Chi Minh City,Vietnam,2.04,24.48,4.08,1.02,2.04,2.02,0.55,0.3,1.49,1.17,0.93,1.52,10.24,3.42,11.65,3.26,1.05,1.37,1.2,1.31,1.44,1.02,0.51,8.16,0.87,1.47,1.22,0.29,5.51,0.51,0.65,2.04,1.11,40795.51,36393.31,74.15,0.06,11.48,26.72,11.68,3.67,263.32,13853.48,45.63,35.57,88.58,96.65,493.77,292.91,1207.45,611.02,4404.92,1947.26,487.51,9.11,1,64.69976135834,78.13208311235984,65.5375227845484,86.95856238165236,103.73376919485749,103.00824869632442,100.57620328728594
Los Angeles,United States,20.0,88.59,10.0,8.0,8.0,4.94,2.7,2.3,1.14,3.8,5.64,3.84,12.63,11.58,17.89,4.15,1.78,3.46,4.23,2.76,2.22,1.79,2.0,12.0,2.56,2.95,11.25,1.75,99.5,4.0,1.71,29.19,1.59,25000.0,22886.54,140.05,0.12,67.95,45.73,11.86,15.99,1361.25,22929.57,59.39,40.75,93.93,133.0,2527.29,1973.0,4630.53,3599.83,9219.44,6135.43,5456.15,5.18,1,170.92876409671686,114.02354211343322,117.31094321664958,111.95182048298773,118.47156825684273,107.87718153543949,121.35437149979668
Baoding,China,10.35,14.24,3.99,3.38,3.94,2.85,0.47,1.12,1.99,1.14,0.43,1.02,9.5,2.14,11.39,1.42,0.85,0.71,0.57,1.42,1.52,1.23,0.99,8.64,1.0,2.85,6.29,1.52,14.24,2.77,0.21,3.42,1.36,19929.68,19217.9,36.3,0.08,9.96,36.85,15.78,7.83,384.36,8770.87,71.18,35.59,99.65,284.71,711.57,560.16,1253.98,974.08,1992.97,2341.93,533.83,3.0,0,74.23836662611079,87.42456360882704,56.063022141917656,103.99697117739922,103.19215234863529,113.30052098719105,102.78770487910909
Lima,Peru,3.92,22.19,5.22,2.09,3.92,2.66,0.86,0.57,1.22,1.83,1.11,1.81,6.89,4.99,8.2,1.54,1.02,0.93,0.98,0.74,0.89,0.72,0.72,7.83,1.6,2.33,5.22,0.52,15.66,2.61,1.44,6.27,1.31,18274.38,21697.31,71.32,0.18,30.91,37.19,12.4,5.48,213.5,5851.01,43.81,28.35,71.57,68.37,511.24,349.69,954.12,701.14,1962.17,1483.1,489.76,8.29,1,74.32957589893482,92.89565202573944,99.69807651650518,96.72865677341787,96.37643377938515,97.82891669482049,98.2248343122038
Rio de Janeiro,Brazil,6.71,28.74,6.71,1.92,2.87,1.57,1.12,0.77,1.07,1.53,1.19,1.9,8.28,3.72,8.41,1.86,1.22,1.05,1.69,1.09,1.0,0.58,0.55,8.62,1.13,2.36,1.92,0.86,48.09,1.15,0.79,11.5,1.38,17243.36,26731.2,93.12,0.33,20.1,27.66,37.68,6.71,472.6,7009.11,40.99,42.03,64.31,58.49,396.55,254.46,795.11,573.98,2116.26,1293.93,363.15,9.68,1,79.3088121427185,96.61626314595094,107.07093798239607,109.29529373169737,103.07162679791138,98.23089871737193,95.75599285266962
Tianjin,China,4.27,28.47,6.41,1.42,2.14,3.54,0.46,0.28,1.91,1.55,0.95,1.25,14.59,2.96,10.56,1.25,1.37,1.36,1.12,0.74,0.74,0.71,0.67,14.24,1.07,1.42,2.92,0.43,15.78,1.64,0.31,6.26,1.2,19217.9,19217.9,76.64,0.04,11.08,42.71,14.24,7.12,565.86,9359.83,54.89,42.66,78.97,74.69,391.48,275.22,1085.46,569.42,5576.09,3558.87,875.36,5.2,1,69.30915426229302,84.30054156223227,58.74096473712342,103.37762699831215,106.2936500863939,102.97027514945889,101.46951056883572
Nanyang,China,2.85,21.35,4.27,1.14,1.99,2.73,0.42,0.25,2.33,1.11,0.59,1.09,9.5,4.63,6.41,1.19,0.85,1.42,0.81,0.38,0.36,0.71,0.57,11.39,0.78,2.14,2.85,1.52,43.98,1.42,0.21,5.69,1.17,16370.81,18506.13,67.77,0.02,8.12,36.85,15.78,5.34,711.77,8770.87,71.18,32.03,83.51,110.32,711.57,113.88,1253.98,974.08,3235.27,2341.93,427.06,5.17,0,46.67196750449205,89.56537806852114,39.96326715876363,99.27171640796574,107.42243746193053,105.59591468224485,100.09178416443454
Shijiazhuang,China,3.2,19.22,4.98,0.78,1.42,3.54,0.41,0.28,1.42,1.42,0.71,1.25,11.39,2.96,9.96,0.85,1.37,0.71,0.71,0.43,0.43,0.21,0.43,14.24,0.71,1.42,2.92,1.52,43.98,1.64,0.28,3.56,1.16,17082.58,14235.48,76.64,0.01,9.11,38.55,13.52,5.69,332.16,9359.83,40.33,35.59,78.3,49.82,213.53,128.12,427.06,284.71,2562.39,1850.61,854.13,5.2,0,38.059196385005066,88.59106368841017,32.380176735642436,98.7039482209478,102.63624973329784,97.31550707315279,90.70077305015046
Zhengzhou,China,2.14,17.08,4.27,0.78,2.28,3.27,0.44,0.28,1.77,1.71,0.73,1.48,17.79,2.33,10.92,1.0,0.95,0.85,0.89,0.59,0.49,0.33,0.57,12.1,0.95,1.74,2.85,0.14,6.26,1.14,0.34,2.56,1.16,21282.05,22231.08,52.99,0.02,9.68,80.67,5.22,6.41,284.71,4982.42,43.18,37.96,113.88,110.32,266.92,163.71,519.6,330.97,2746.29,1783.41,586.03,5.47,1,47.841481514569914,73.30205278676374,38.79216429098161,97.54203284108802,97.24927039508155,105.47193474428761,92.76131090947486
Luanda,Angola,7.84,64.25,10.51,2.2,1.5,3.93,1.95,1.42,2.49,2.58,1.54,3.68,5.46,8.61,16.6,4.5,0.76,3.47,3.34,2.5,2.17,1.18,0.48,10.02,0.78,0.79,2.0,0.59,31.78,1.67,1.67,8.0,0.33,22541.71,23628.3,30.78,0.1,192.23,40.05,28.35,4.84,929.37,2705.62,95.95,150.31,267.21,208.25,220.39,80.85,6880.05,346.62,5421.61,3448.79,1428.77,25.0,0,118.00420126171352,91.77971879596267,106.35490021315228,106.31935753840874,101.17937292690662,128.41248394214963,100.23220569645198
Weifang,China,2.85,14.24,5.34,1.14,2.14,3.46,0.71,0.28,1.78,1.07,1.0,2.35,8.54,3.13,8.54,1.14,1.55,1.14,0.85,0.71,0.57,0.43,0.57,5.69,0.71,1.85,2.85,1.52,43.98,2.77,0.23,4.56,1.16,20285.56,16726.69,45.79,0.03,6.41,36.85,15.78,5.69,489.58,24200.32,41.0,37.72,78.3,85.41,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,4.5,0,53.09899716038882,91.92215586760288,36.24658370257158,100.05549482016697,111.82125216044793,101.15879934436262,103.96590058556754
Linyi,China,2.85,21.35,4.27,1.14,1.99,2.73,0.42,0.21,1.71,1.11,0.59,1.09,9.5,3.42,6.41,1.19,0.85,1.42,0.81,0.38,0.36,0.71,0.57,11.39,0.71,2.14,2.85,1.52,12.81,1.42,0.21,5.69,0.95,15659.03,18506.13,67.77,0.02,8.12,36.85,15.78,5.34,284.71,8770.87,71.18,32.03,71.18,110.32,213.53,113.88,640.6,355.89,2135.32,996.48,569.42,5.0,0,43.09244181976094,84.11361366224278,39.96326715876363,99.27171640796574,101.13178952644991,104.59536981286975,89.99418550246422
