city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality,food_cost_index,transportation_cost_index,bills_cost_index,hobby_cost_index,education_cost_index,dressing_cost_index,realestate_cost_index
Seremban,Malaysia,1.37,18.23,3.65,2.74,3.42,1.98,0.56,0.32,1.6,0.78,1.37,1.39,9.32,5.12,3.42,2.0,1.06,2.37,0.99,0.68,0.9,0.68,0.49,15.95,2.14,3.95,3.99,0.46,34.19,1.03,0.8,5.7,0.46,34188.03,26848.47,30.31,0.03,26.89,28.87,8.09,3.42,135.61,4558.4,38.75,18.23,54.7,56.98,262.11,193.73,440.65,307.69,1136.7,727.82,450.9,4.25,0,67.44222393728273,88.63393793896532,53.26389337507166,82.50895769690788,91.54665489304512,91.46985284505784,88.22370856697592
Takamatsu,Japan,3.57,26.06,5.21,1.79,2.61,1.86,0.78,0.67,1.19,0.51,3.72,1.33,14.89,9.85,8.21,13.4,4.47,2.36,2.56,2.98,3.72,0.89,0.74,5.21,1.41,2.23,3.72,1.53,44.3,3.54,3.72,14.89,1.08,23781.48,14890.37,213.58,0.31,32.01,44.67,15.78,8.19,489.58,17868.44,52.12,44.67,44.67,148.9,241.97,111.68,595.61,353.65,3235.27,2341.93,1821.19,1.2,0,107.97537432688674,107.31760319396713,127.6143785080498,106.92787673383009,109.73877362090964,103.68689446189643,93.1468123276395
Magnitogorsk,Russia,8.0,38.4,5.6,1.44,1.76,1.65,0.91,0.4,1.07,0.61,1.52,1.25,11.6,4.41,8.98,1.72,1.3,1.28,1.84,0.64,0.6,0.96,0.6,8.8,0.84,1.52,2.4,0.48,24.0,1.6,0.24,2.4,0.72,40928.01,35200.01,122.75,0.02,7.72,48.0,8.0,4.0,192.0,2880.0,55.17,51.2,81.07,85.33,304.0,224.0,437.33,336.0,978.67,773.33,738.67,9.28,0,68.23192516341089,84.81527013003438,49.019457558133524,90.58154580016551,90.78137543279183,105.14348367254472,88.91644770867191
Chattanooga,United States,15.0,70.0,9.0,6.0,7.0,5.44,2.5,1.72,1.06,3.08,4.26,3.09,12.43,9.92,14.04,4.83,1.73,4.45,4.02,2.88,2.81,1.64,2.29,15.0,3.94,3.75,6.62,3.5,100.0,3.75,1.24,20.0,1.01,24999.5,23206.25,221.81,0.3,65.71,30.67,17.5,12.0,345.0,19625.0,45.5,27.0,84.88,110.0,1381.25,1118.5,2240.0,1809.83,2287.33,1829.86,4196.1,5.16,1,166.98483674113186,112.16826229153122,139.6815814718329,108.27893439304371,107.97961802672405,101.8069884248053,108.73469154747293
Indio,United States,15.0,50.0,9.0,6.25,8.0,4.83,1.88,1.67,1.14,3.22,4.9,2.15,7.02,8.23,12.07,4.15,1.15,3.46,4.23,2.76,2.22,1.57,1.71,12.0,2.56,2.95,9.99,1.0,27.5,3.3,1.17,25.0,1.5,25000.0,22000.0,140.05,0.12,67.95,24.5,7.86,11.0,1361.25,10000.0,36.5,27.33,53.33,69.67,1900.0,1900.0,1253.98,974.08,3235.27,2341.93,2418.0,5.18,0,151.21690095883082,104.22903594255784,117.31094321664958,94.54976130428804,112.77437490713348,94.73164806248913,109.32452419126412
Binan,Philippines,2.22,15.25,3.14,0.9,1.61,1.44,0.4,0.34,1.47,1.21,0.81,1.72,3.23,4.74,7.72,2.69,1.17,2.15,1.26,1.53,1.61,2.69,0.45,5.74,0.9,1.08,3.59,0.63,43.98,2.77,0.72,5.38,1.38,23781.48,23878.49,101.67,0.2,30.5,36.85,15.78,5.74,62.8,7176.82,21.53,35.04,77.0,85.98,179.42,125.59,627.97,269.13,3235.27,2341.93,367.81,6.52,0,57.071169393785084,96.00999632469863,107.13883463789715,100.16350917669358,89.3775796176819,96.59985294343814,92.16943880297411
Arusha,Tanzania,2.57,25.72,5.04,0.86,2.06,2.21,0.64,0.32,1.34,0.75,1.03,2.06,11.57,6.0,4.0,3.43,1.0,0.64,1.07,1.23,1.21,0.29,0.45,6.43,0.94,2.31,1.71,0.19,43.98,1.71,2.14,17.18,1.18,23781.48,23878.49,39.29,0.04,131.8,45.72,5.72,5.14,128.59,7503.21,32.15,64.29,64.29,77.15,176.47,75.01,376.28,371.54,3235.27,2341.93,164.31,20.0,0,56.18397375546893,97.52400567720704,88.86628763881177,88.93485136312367,94.6031634645934,101.10367797507728,90.41443339017457
Palm Coast,United States,15.0,47.5,8.0,3.5,6.5,4.5,1.57,1.88,0.86,2.67,3.46,3.36,12.04,12.85,13.95,4.18,1.49,3.45,4.07,2.8,2.39,1.82,1.72,10.0,2.09,2.52,7.0,1.52,43.98,2.5,1.17,40.0,1.13,17500.0,22156.25,123.26,0.15,55.0,40.0,15.78,10.25,666.67,10666.67,44.0,25.0,83.8,84.67,1200.0,560.16,2000.0,1800.0,1291.67,2341.93,3511.0,5.12,0,149.5663194949092,105.87156603755983,115.37813563646158,108.3345895742421,108.31650573266278,99.39567603565891,105.63244331761146
Jhang City,Pakistan,0.67,7.82,3.58,4.47,4.47,1.09,0.18,0.15,0.47,0.27,0.79,0.78,3.26,1.71,2.68,0.8,0.52,0.48,0.36,0.25,0.26,0.25,0.27,2.91,1.32,0.8,0.89,0.13,43.98,0.36,0.17,0.45,0.77,23781.48,14528.39,40.23,0.02,16.84,6.71,15.78,2.24,14.9,590.08,15.65,21.23,38.0,21.23,89.41,67.05,223.51,111.76,288.71,192.47,134.11,12.0,0,-17.814604095166402,64.37744588464582,43.427692868531786,67.51782193946975,62.34888765042591,78.2807213025364,72.34700219020482
Mataram,Indonesia,1.1,12.96,2.43,2.43,3.89,1.13,0.58,0.15,1.23,1.02,0.72,1.34,3.4,2.92,6.48,2.05,1.3,1.51,0.71,0.65,1.94,0.49,0.32,12.9,2.37,3.89,1.78,0.65,19.45,0.65,0.32,3.24,0.55,24955.34,29168.58,53.79,0.06,22.69,29.17,8.1,2.11,97.23,4537.33,38.89,32.41,51.86,64.82,97.23,97.23,162.05,213.05,2787.22,1750.11,162.05,9.0,0,48.91368421615726,80.51611386610753,71.54120044853323,76.68932442074379,89.23070536132049,95.56963978260686,85.12386655683851
Kisumu,Kenya,4.28,32.61,5.91,2.04,2.85,2.25,0.54,0.45,0.41,0.41,0.57,1.17,8.15,5.88,4.62,2.33,0.91,1.8,0.95,0.91,0.98,0.63,0.76,11.41,1.96,2.42,2.45,1.52,43.98,2.24,1.11,2.69,1.18,16714.23,17539.05,28.18,0.03,52.18,36.85,15.78,6.52,164.71,9590.3,12.23,24.38,24.46,24.46,122.3,81.53,1253.98,974.08,3235.27,2341.93,415.82,12.0,0,63.04758892922192,94.50726993681307,63.095967469491995,101.73657199498102,97.9876550204689,75.73070783301702,94.99665364046407
Rio Branco,Brazil,8.62,20.12,7.66,1.72,2.3,1.92,1.15,0.67,1.42,1.92,0.86,2.34,9.1,5.75,7.66,1.63,1.05,0.96,1.53,1.07,0.86,0.86,0.48,8.64,1.53,2.31,6.29,0.77,43.98,2.77,1.23,17.18,1.25,17626.55,22991.15,85.42,0.14,21.01,15.97,15.78,3.83,153.27,8770.87,38.32,19.16,95.8,22.99,210.75,182.01,411.92,411.92,957.96,421.5,287.39,5.5,0,81.40130658737138,101.368880252311,92.08354289445016,84.8454039440797,96.88025715919396,89.53680686029293,86.3426926406277
Toyama,Japan,5.96,30.9,4.47,2.98,2.23,3.28,0.74,0.67,1.3,1.38,2.83,1.81,6.7,3.72,29.73,5.21,2.23,3.16,4.84,2.36,1.86,1.7,0.69,11.17,2.23,5.21,4.47,1.49,69.98,4.84,2.38,22.34,1.23,18612.96,14518.11,106.04,0.22,35.24,67.01,19.61,13.4,148.9,13401.33,61.42,50.25,84.13,85.62,711.57,353.65,1253.98,632.84,5956.15,2978.07,1563.49,1.2,0,120.32690364435808,109.38008561084578,111.83508936498077,120.69580809988203,99.59203131666469,105.95160209098829,103.86721980925772
Jayapura,Indonesia,2.27,13.61,4.21,4.21,6.48,2.11,0.45,0.29,1.32,1.76,0.96,2.26,9.07,2.92,9.4,4.63,1.46,1.88,0.65,1.43,2.4,1.62,0.69,12.96,3.24,6.48,2.11,0.19,5.92,2.77,1.23,1.3,1.36,23781.48,23878.49,32.41,0.11,24.31,17.56,15.78,3.24,489.58,8770.87,32.41,35.04,77.0,64.82,162.05,97.23,324.1,162.05,583.37,388.91,1821.19,6.52,0,93.81524619189844,80.95789298207536,74.34844090571124,83.95180508393798,104.85335964626117,97.39224454948344,79.92527933285045
Spokane,United States,15.0,85.0,10.0,5.0,6.5,4.75,2.86,1.41,0.91,3.14,3.93,2.8,12.61,10.93,13.41,4.86,1.64,4.32,4.25,2.17,2.4,1.67,1.7,12.0,2.13,2.35,9.87,2.0,60.0,7.0,1.74,35.0,1.27,28000.0,24166.67,178.08,0.19,68.4,27.5,34.25,11.5,1075.0,19750.0,47.71,48.29,86.86,94.57,1503.29,1194.14,2333.33,2042.14,2281.95,2009.26,3882.17,5.43,1,157.02203646427108,115.23139616556752,129.08062053276458,114.69670006962114,115.82594376833909,104.94310174198296,109.71439185465472
Sanandaj,Iran,3.25,15.0,6.93,1.0,1.0,0.9,1.0,0.75,1.18,0.3,5.33,0.57,5.0,7.1,42.6,2.28,4.05,2.87,1.53,1.53,1.53,1.57,1.58,0.7,0.25,1.0,35.5,1.52,43.98,2.77,1.23,17.18,0.12,65000.0,60000.0,136.25,0.01,146.32,118.34,15.78,11.83,489.58,8770.87,45.0,17.0,100.0,85.98,711.57,560.16,1253.98,974.08,750.0,300.0,343.85,22.69,0,67.23638815285926,103.57299218582814,88.22874569150999,123.49596642166375,104.85335964626117,98.32407990378559,95.41372844247437
Toyonaka,Japan,6.7,37.23,5.21,2.68,2.61,3.13,0.78,0.67,1.34,0.51,2.98,1.61,14.89,8.09,8.21,2.98,1.49,3.72,2.98,1.64,1.49,0.74,0.82,7.21,1.41,2.23,3.72,1.52,43.98,3.54,2.08,14.89,1.08,22335.55,14890.37,213.58,0.27,32.01,59.56,15.78,13.4,282.92,11167.78,29.78,22.34,73.71,81.9,372.26,372.26,625.4,974.08,3235.27,2341.93,1821.19,1.2,0,102.0300744866651,104.90438593584445,125.31247837972876,116.55800974447634,102.74714718754494,95.23448795902254,99.70482825816195
Bhagalpur,India,1.84,9.83,4.3,0.8,1.97,0.98,0.27,0.2,0.61,0.49,0.47,0.99,4.42,1.97,6.75,1.97,0.59,1.11,0.74,0.25,0.48,0.65,0.29,1.67,0.56,3.81,3.68,0.12,3.68,1.23,0.25,1.23,1.23,24563.52,24563.52,24.56,0.01,5.53,12.28,12.28,1.23,79.83,8770.87,61.41,12.28,122.82,24.56,70.62,50.15,151.48,106.44,3235.27,2341.93,1821.19,8.0,0,5.715144024158832,68.35689800558632,5.100937082913575,64.482442223003,92.4019495127727,91.67415365012137,81.95551565479605
Sochi,Russia,16.0,48.0,7.2,1.6,2.4,2.92,1.33,0.72,1.31,0.83,1.76,1.71,11.2,5.36,9.44,1.57,1.38,1.92,2.94,1.12,1.06,1.17,0.92,8.0,1.17,2.31,3.2,0.54,21.12,1.6,0.4,4.8,0.84,48160.01,37333.34,155.5,0.02,8.69,57.6,24.0,6.8,432.0,4800.0,104.0,42.67,77.33,117.33,752.0,546.67,1546.67,1100.0,7800.0,4400.0,948.0,10.5,1,98.92967462726304,90.57284466266975,54.932144566867876,112.9470229667439,99.8557489931233,109.67140256119237,108.52045320057397
Syracuse,United States,13.5,55.0,8.0,4.0,5.0,4.5,2.33,1.72,0.93,3.32,2.63,2.4,10.8,10.47,13.96,3.21,1.16,3.74,5.41,2.15,3.14,1.44,1.37,12.99,1.83,3.33,13.0,2.5,50.0,2.8,1.99,20.0,1.18,27000.0,22666.67,133.75,0.17,77.33,30.0,15.78,13.5,1015.0,15000.0,35.0,31.66,89.8,81.87,1135.0,1000.0,2100.0,1400.0,1758.11,771.41,3612.5,5.24,1,147.11250994373796,109.82172000555826,124.5022084993158,108.18310347491352,113.54295790981654,99.66410823877656,104.46299937785567
Szczecin,Poland,7.32,32.68,5.63,1.46,2.25,2.59,1.02,0.8,0.75,0.89,0.96,2.07,8.69,4.48,10.14,0.88,1.33,1.51,2.07,0.57,0.77,0.83,0.55,4.51,0.83,1.16,4.23,0.45,22.54,1.13,0.56,9.01,1.47,17714.47,22082.24,157.01,0.12,13.2,31.18,18.03,5.07,300.5,4041.72,63.43,32.2,66.0,74.78,507.46,481.74,745.67,678.94,2752.34,2171.54,962.55,5.75,1,67.31556706945807,88.86904366655588,91.91353539949304,98.21403944883527,96.18328946188149,100.9980608314917,100.05834232098027
Turkmenabat,Turkmenistan,57.14,114.29,6.93,5.71,14.29,7.14,1.52,0.86,4.29,1.61,4.29,2.35,9.5,8.57,11.72,4.29,8.0,6.29,2.0,1.14,0.86,1.23,1.14,8.64,1.66,14.29,28.57,0.14,8.57,2.77,1.23,8.57,0.43,23781.48,23878.49,136.25,0.14,428.57,85.71,21.14,17.14,57.14,8770.87,52.62,57.14,428.57,485.71,485.71,285.71,1142.86,571.43,3235.27,2341.93,514.29,6.52,0,163.2658475858378,83.88871021782639,150.1077253208595,127.70109457955891,90.1061965114302,126.85528106131925,99.87736827691947
Bryansk,Russia,8.0,28.0,6.4,1.28,1.44,2.08,0.96,0.4,1.39,0.57,1.08,1.41,7.91,4.32,5.6,1.6,1.55,1.45,1.73,0.8,0.7,1.6,0.6,6.4,1.28,2.31,2.81,0.4,15.06,0.8,0.21,4.8,0.82,23781.48,23878.49,64.0,0.03,7.47,32.0,15.78,6.4,320.0,8770.87,88.0,48.0,80.0,80.0,240.0,128.0,560.0,320.0,1440.0,1200.0,456.0,11.1,0,70.08999164951852,79.00942540020893,44.37533019055447,99.76496996350915,101.93400988079995,107.17641554236194,89.47097847249631
Ivanovo,Russia,12.8,32.0,7.2,5.44,5.6,2.75,1.36,0.48,1.17,1.04,1.97,1.73,11.2,4.8,9.2,1.23,1.52,1.87,3.84,0.67,0.84,1.12,0.69,6.4,1.14,0.86,3.04,0.42,43.98,2.4,1.23,17.18,0.82,23781.48,23878.49,110.37,0.03,7.47,32.0,12.8,5.6,384.0,8770.87,152.0,56.0,112.0,120.0,400.0,256.0,592.0,320.0,1200.0,680.0,320.0,12.0,0,94.37074524865677,98.31062901478475,53.45552955830764,95.53240945723496,103.18571905764132,116.21163978235234,90.7093639487474
Asyut,Egypt,3.26,12.21,4.07,1.22,2.03,0.88,0.3,0.17,0.64,0.19,0.67,0.94,1.63,2.54,6.31,0.88,0.61,0.43,0.27,0.27,0.28,0.28,0.34,7.12,1.52,2.14,1.42,0.08,8.14,0.41,0.41,1.22,0.35,28488.53,15863.76,21.37,0.01,21.71,16.28,5.09,3.26,56.98,773.26,12.21,35.27,82.75,29.1,135.66,74.61,237.4,162.79,549.42,305.23,108.53,14.8,0,-3.9947272315769027,61.86620875638524,25.569788341088895,69.12433106370406,73.41381674278068,86.75434638021801,77.36807715086309
Maracay,Venezuela,6.5,30.0,6.88,1.3,2.25,1.35,1.12,0.82,1.38,2.23,1.09,1.27,4.71,3.91,4.32,4.17,0.44,0.88,0.88,0.69,1.51,0.57,0.5,7.0,1.27,1.92,3.0,0.25,9.0,1.86,2.0,8.0,0.5,25000.0,30000.0,10.0,0.07,40.0,27.5,7.5,4.5,30.0,6280.0,41.43,35.0,70.83,66.08,175.0,125.0,325.0,225.0,375.0,290.0,250.0,27.0,0,66.21104575725094,87.83861732601363,55.522136781657196,84.36201435197493,83.3892809063352,98.52037128600848,79.73978157515208
Campina Grande,Brazil,3.26,19.16,4.79,0.96,1.92,1.21,0.8,0.36,0.83,1.25,1.14,1.96,7.38,4.02,7.64,0.96,0.96,1.15,1.75,0.91,1.0,0.38,0.61,2.41,1.53,2.3,2.49,0.75,43.98,0.96,1.23,17.18,1.05,23781.48,28528.18,74.72,0.14,17.24,36.85,15.78,6.32,191.59,8770.87,23.85,35.04,53.65,42.05,114.96,81.43,229.91,153.27,478.98,383.19,498.14,9.25,0,51.70896306200138,98.63592907055676,86.55835093996497,101.35193147123807,98.41231496478802,90.4981583102057,77.17315071805643
Maringa,Brazil,4.79,19.16,5.75,1.32,2.73,1.74,0.9,0.51,0.96,1.49,1.08,1.37,6.74,3.69,7.09,1.13,0.81,0.71,1.3,1.01,1.0,0.62,0.67,5.32,1.1,2.78,1.92,0.86,43.98,0.94,0.49,4.31,1.32,18680.31,28100.29,95.8,0.14,19.12,17.72,16.6,3.93,177.42,3592.37,36.34,18.52,49.81,30.02,306.55,165.25,373.61,255.46,3926.06,2578.52,355.02,11.25,1,60.96719710985849,90.51078329203911,92.42376693761275,87.07281288236186,91.7565790580266,86.56645382859966,93.45453229607705
Qazvin,Iran,3.88,28.5,5.66,0.95,1.0,3.72,1.03,0.51,1.1,0.43,4.9,1.83,6.48,7.13,23.11,1.4,2.33,1.63,1.12,0.84,1.0,0.73,0.68,0.76,0.45,2.3,1.75,0.21,20.0,0.31,0.3,1.45,0.36,40000.0,100000.0,33.25,0.02,35.63,33.25,10.0,3.56,118.75,1000.0,83.13,40.0,338.44,95.0,322.08,225.83,617.09,395.83,1530.0,944.69,569.58,22.0,0,65.62383120301183,75.26750984578689,52.73978919461516,87.36497191145457,80.2205798240335,115.78754592910566,91.88594579448971
Nagasaki,Japan,7.45,29.78,7.0,5.96,4.47,3.79,1.63,1.24,1.37,1.41,5.03,1.6,5.96,4.84,11.17,4.47,5.56,5.58,3.07,1.49,0.82,0.82,0.74,11.17,1.19,3.16,5.96,0.97,43.98,3.72,2.23,17.18,1.19,22335.55,17123.93,145.8,0.14,35.99,67.01,15.78,11.17,215.91,8770.87,37.23,22.34,52.12,89.34,297.81,267.65,893.42,744.52,3235.27,2341.93,1749.62,1.5,0,124.69129038903704,105.08732078248049,109.96047640434583,115.76582565131592,99.23275679113536,95.00675510403985,98.5736858640599
Hirakata,Japan,3.57,26.06,5.21,1.79,2.61,1.86,0.78,0.67,1.19,0.51,3.72,1.33,11.09,6.93,8.21,4.09,1.85,3.87,6.34,2.98,2.01,1.26,0.74,5.21,1.41,2.23,3.72,1.52,43.98,3.54,2.98,14.89,1.08,22707.81,14890.37,128.77,0.21,32.01,36.85,15.78,8.19,482.8,10739.89,45.81,26.61,66.79,132.61,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,1.2,0,101.54671078054658,106.28390778159967,112.69416377186033,104.55193931278274,106.148059197175,101.42799646942962,103.96590058556754
Jundiai,Brazil,5.75,28.74,6.71,1.72,4.79,2.3,1.21,0.83,0.85,1.73,1.28,1.81,9.64,5.05,9.39,2.04,1.21,1.25,2.87,1.3,1.4,0.77,0.72,8.53,1.36,3.0,3.83,0.96,36.94,1.29,0.55,6.32,1.27,19638.27,23757.52,121.34,0.36,18.2,33.43,28.74,7.66,364.03,6839.87,49.18,48.81,80.95,57.0,447.05,301.76,742.42,670.58,1341.15,635.45,636.86,13.31,0,93.67757025775734,92.6892296741637,111.27684319796266,109.92542964118981,101.11186537121398,101.58801552268802,93.83510511441827
Carapicuiba,Brazil,3.64,19.16,5.94,1.05,1.72,1.09,0.67,0.51,0.99,1.15,0.98,1.95,8.38,3.83,6.95,1.34,0.91,1.01,1.63,1.01,0.96,0.53,0.72,3.83,1.39,2.04,2.39,0.96,44.07,1.63,1.15,4.31,1.36,24140.71,28307.85,73.44,0.38,17.05,19.16,22.35,2.87,134.12,1379.47,21.08,15.33,62.27,33.53,242.68,185.21,332.09,255.46,624.21,572.86,306.55,9.0,0,56.50729165178843,97.14733475833036,102.72356071080769,87.82871981312145,83.26479022941328,84.06254337933098,84.74695440578121
Santa Fe,Argentina,8.0,20.0,4.92,1.0,2.0,1.3,1.6,0.93,0.74,0.75,0.8,0.98,5.55,4.22,8.17,1.32,1.15,1.12,1.25,0.67,0.6,0.67,1.02,3.0,1.04,2.0,2.0,0.49,43.98,0.8,1.36,8.8,0.86,12900.0,18000.0,34.3,0.14,21.81,21.5,12.0,3.0,75.0,6000.0,25.0,15.0,93.14,30.0,205.0,150.0,450.0,350.0,3235.27,2341.93,700.0,33.0,0,55.831479232507576,89.6551874717475,77.50296420617485,82.12005492169223,89.36684297530435,86.81933721377547,92.75402272280174
Arlington,United States,17.0,95.0,8.0,7.5,7.5,4.66,2.67,1.79,1.29,4.55,4.54,4.23,22.05,13.96,25.72,4.05,1.81,4.78,5.88,2.77,2.2,2.03,1.66,15.0,2.09,1.75,8.0,2.45,90.0,3.0,1.34,45.0,1.1,19500.0,23850.0,148.98,0.14,65.56,73.33,10.0,15.0,2033.33,27000.0,56.75,37.5,82.12,111.0,2200.0,1768.33,3900.0,3100.0,8876.64,4601.57,5104.4,5.36,1,173.37810307051717,112.41619200241246,120.31276792480685,114.88664876551542,122.34832514991848,105.09782912324309,119.17796054961201
Gifu,Japan,6.7,18.61,5.58,1.49,3.72,3.72,1.46,0.79,1.12,1.68,2.83,1.52,12.66,4.59,9.68,3.72,2.05,1.86,1.86,2.01,1.86,1.49,1.23,11.17,1.49,3.72,4.47,1.56,43.98,4.47,2.38,19.66,1.4,27547.18,13401.33,104.23,0.22,26.06,36.85,15.78,13.4,217.15,13401.33,61.42,22.34,84.13,85.62,297.81,223.36,558.39,465.32,3235.27,2341.93,2613.87,2.5,0,111.6135933611274,108.70358795588986,106.51987727667657,110.63036033133159,102.18243630100514,100.87460322142199,95.84780952227153
Stockton,United States,20.0,60.0,10.0,6.0,4.68,4.94,2.85,1.44,1.16,3.09,3.96,3.47,12.6,9.57,17.81,3.91,1.47,3.38,2.88,3.21,3.17,2.0,1.89,11.0,2.54,2.49,10.0,2.0,32.5,5.0,0.93,10.0,1.49,23349.5,22178.8,202.49,0.25,58.57,27.5,15.0,13.5,475.0,14400.0,46.0,35.71,78.17,99.67,1431.67,1200.0,2266.67,1750.0,3235.27,2152.78,3090.02,5.43,0,159.4217549652654,104.45996838069343,133.20860560717188,106.48300903049467,108.04960611004753,102.49313164332474,110.17836182517871
Dera Ghazi Khan,Pakistan,1.12,6.71,2.91,2.24,2.91,0.7,0.18,0.12,0.53,0.35,0.69,0.82,2.84,1.71,2.79,0.89,0.44,0.58,0.36,0.22,0.27,0.09,0.3,0.89,0.45,1.34,0.89,0.13,43.98,0.45,0.13,1.34,0.81,12516.76,15422.44,54.03,0.01,16.76,7.0,6.71,2.68,14.9,724.18,10.46,8.94,26.82,19.74,60.35,38.0,111.76,83.82,3235.27,2341.93,210.78,12.5,0,-34.31093814334551,66.26498765427014,36.71308193458065,59.696750718772556,63.75479563572316,67.70249722533833,79.57815762298495
Lancaster,United States,28.5,60.0,8.95,5.5,6.5,4.02,2.17,1.8,1.17,2.4,3.89,2.93,12.29,9.17,14.8,3.88,1.41,4.26,5.67,2.91,2.2,1.66,2.12,15.0,3.75,4.56,8.5,2.0,51.0,6.0,1.86,40.0,1.3,23195.0,28691.67,180.24,0.14,73.89,33.33,31.67,11.0,1200.0,12000.0,47.5,44.16,75.62,98.33,1150.0,1000.0,2021.25,1712.5,2381.52,1729.4,3839.92,5.62,1,164.19626873731772,114.82887628259284,125.47955837630491,115.55478667705049,113.16048268706686,103.73180727927364,107.59326873457935
Mwanza,Tanzania,2.14,10.72,4.29,1.07,1.5,2.14,1.52,0.21,1.07,0.43,0.64,1.41,9.5,6.64,3.21,0.86,0.86,0.86,0.43,0.37,0.64,0.43,0.43,8.64,1.07,1.39,6.29,0.17,43.98,1.29,1.29,1.71,1.09,23781.48,23878.49,136.25,0.03,75.01,36.43,15.78,4.29,489.58,8770.87,17.15,34.29,42.86,30.0,85.73,64.29,300.04,192.88,3235.27,2341.93,128.59,20.0,0,29.432528897966236,85.4712067048245,95.40082112546821,96.42718291843607,104.85335964626117,84.77609849088662,86.13883336676479
Poughkeepsie,United States,15.0,110.0,7.0,5.0,8.0,4.0,2.0,2.0,0.97,3.85,7.38,2.64,7.72,7.25,14.33,3.3,1.71,3.23,6.6,3.85,2.51,1.84,1.0,7.0,1.66,2.99,10.0,1.52,43.98,6.0,2.49,60.0,1.22,24000.0,21000.0,60.0,0.1,80.0,41.67,15.78,12.0,1800.0,7800.0,43.0,32.0,80.0,62.5,1400.0,900.0,2100.0,1700.0,3235.27,2341.93,1821.19,3.25,0,154.47796549251677,114.58371098323212,102.8693753564107,110.78564499974532,112.98666598020726,98.60571816463106,109.37293953188853
Miyazaki,Japan,7.3,29.78,5.21,2.23,4.17,1.12,0.89,0.73,1.57,1.71,3.19,1.8,22.34,5.35,14.89,2.98,1.86,2.23,2.23,1.49,1.49,1.12,0.73,7.45,2.01,2.27,4.17,2.23,43.98,3.95,4.32,17.87,1.22,24569.11,16627.58,198.35,0.29,20.47,59.56,15.78,12.28,491.38,18364.79,22.34,46.53,48.39,74.45,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,1.5,0,108.12726287595349,111.26397682110516,117.8209937903913,115.48041978956786,109.95207517266756,94.79635067753219,103.96590058556754
Taytay,Philippines,4.49,14.35,2.69,3.38,3.94,2.75,0.54,0.22,1.15,1.61,0.8,1.72,9.5,5.74,11.72,2.75,1.17,2.36,2.56,1.57,1.52,1.23,0.99,8.64,1.66,2.31,3.41,1.52,43.98,0.72,0.45,2.87,1.25,17942.05,23324.66,152.13,0.28,38.87,36.85,15.78,6.82,199.36,5831.17,40.67,25.12,86.72,59.81,711.57,560.16,1253.98,974.08,3235.27,2341.93,1821.19,8.0,0,87.61180882413885,88.78692016297764,123.5007213574091,102.29195628873177,95.88266627876546,96.97034009487669,103.96590058556754
Yokosuka,Japan,6.33,44.67,5.21,2.01,2.01,2.49,0.8,0.84,1.45,1.36,2.23,1.89,8.93,5.96,14.33,3.23,2.23,3.72,3.69,2.98,2.08,1.27,0.76,7.45,2.2,2.51,3.72,1.52,43.98,4.02,1.49,24.2,1.13,13029.07,14642.2,159.18,0.2,32.51,36.85,15.78,13.77,186.13,12842.94,51.05,35.36,74.45,124.09,711.57,372.26,1253.98,974.08,3235.27,2341.93,4413.76,0.79,0,114.05224880848778,104.0558751246727,115.67199689280041,110.9666347827547,100.83199480861657,104.15094434245981,102.97217605202975
Nha Trang,Vietnam,3.26,17.34,4.49,1.12,1.84,1.73,0.46,0.29,1.33,0.47,0.83,1.24,18.9,3.37,10.4,2.74,0.95,2.64,0.88,1.27,0.95,0.61,0.61,10.2,0.89,1.31,1.22,0.37,11.22,0.55,0.65,12.24,1.13,22437.53,48954.61,64.93,0.1,11.24,19.89,4.33,3.06,179.5,3426.82,19.89,33.98,101.99,127.49,331.04,244.77,697.61,516.55,1633.77,927.3,301.89,14.57,0,58.21567653925186,87.44378044678008,71.48458800164353,68.8188569497915,91.51269262705773,100.13873325946389,93.20850731568713
Belgorod,Russia,8.0,40.0,5.6,1.44,2.4,2.04,0.97,0.42,1.1,0.72,1.47,1.49,11.2,5.36,9.07,1.2,1.25,1.44,1.53,0.7,0.59,1.4,0.68,5.6,1.02,2.03,2.48,0.4,16.03,1.68,0.23,4.32,0.8,36800.01,45093.34,76.41,0.05,7.4,29.33,21.33,4.8,176.0,8770.87,78.0,68.0,128.0,138.67,256.0,201.6,480.0,344.0,1733.33,1360.0,488.0,10.0,0,73.60609940651987,85.75003754599312,55.683041024928755,98.85833342421033,97.82962379908818,114.99110954681397,91.28885104987219
